text,label
-Willie you just lost over half of your fans by getting involved in politics!! Fan no more!! I cannot believe you support open borders and gun control!! You have smoked too much dope! I guess that is what you and Beta have in common! URL,1
 He drew the saw because the marker was in his left hand which is connected to his right brain which is connected to his left eye which saw the saw. His right eye which is connected to his left brain saw the hammer. #PSYC1101,1
 you are holding my life hostage! I have tried everything you have asked to get the freeze removed and for weeks you have done nothing to make this happen.  and  made it easy. None of your antiquated systems work and customer service is non-existent.,0
           Soon both the libs &amp; the conservatives will havevut so everytime we have a change of government we'll be paying out cancelled contracts,0
  I don't think he's guilty....this is what you leftwingers do...make up sexual assault claims about conservatives.,0
#FarRight #Psychopath  #Leader  will now use the #invisible #press #created #catkiller as #excuse to bring back #FoxHunting if she's not gone by #Christmas #AnimalCruelty #ToriesOUT #NoConfidence #CrimeSyndicate #GE2018 #CriminalsOutofNumber10,1
#Conservatives left #frustrated as #Congress passes big spending bills...  #tcot URL,0
   LOL!!!  Now will they BURN those?  And will they remember to take them off first? One guy didn't.  And to burn them OUTSIDE so they don't take down the house as one guy did?  Wait until they find out Levis is now pushing gun control. Nazis marching in their tidy whities?  Oy.,1
 It was litterally the best i could ever ask for you are SO sweet and funny and cute and gorgeous and omygod my heart is full,0
 Cause the CIA and FBI WAS good at the time to cover up the greatest corruption ever made by Hussein Obama administration. It’s all coming out All involved with the Deep State.,0
  Conservatives are opposing liberals and Canada,0
 Can anyone say “washed up actor trying to stay relevant?”!,0
  Except he is. His administration has allowed crime in the city to skyrocket. You bloody leftist snake.,1
 RETHINK...STOP CENSORING CONSERVATIVES...,0
Agreed great idea!  Wish we could also remove her from existence!  #MAGA #PatriotsUnited #ProLife #ProIsrael #WeAreQ. URL,1
 Griffin thinks she is funny but she's not. She's a disgusting pig!!,1
  He is sick. Very disturbed. And that comment proves it!,1
        Get your point but not sure how many years they were in different districts total? but teams in same district can still meet up in semis in the old district format from 2002-2017. In fact a district runner up won the 3A football title a year ago.,0
   They had conservatives silently tied up in the cellar for dexades. They're livid we got out and now have a voice In the White House ascend they want to put us back. They're trying to silence us any way possible. We need to burn them all in the midterms. Once and for all,1
 Hes sure as hell not one of is either... traitor liberals- all of them-,1
  The Pope is complicit.   Make no mistake.   Anyone who harms a child . . .,1
 I hope he is safe,0
"    Um, no? Saying that Labour is the party of hatred"" implies they are the most hateful party, and therefore The Conservatives are less hateful.  Whilst the claim about the Tories can be disputed, it's not whataboutery.""",1
  He is protecting America.  Shame on trump and gop.,0
  Sloppy and pathetic.,0
#MediaBias with persecution of #Conservatives while they ignore criminality from #Democrats is Obscene and is the reason most people call #CNN and #MSNBC #FakeNews,0
 We love you Kayla and we're glad you're okay,0
                    Jaws V: When Jaws Jaws Back - Starring Kurt Chiselchest and Lorna Buxom  Whud I win?  It better not be one of them laser swords...Jess will b jealous.,1
"  These gun control scientists"" are a disgrace. They should have their license to publish revoked. 😒""",1
 Northern AZ is good. Look forward to seeing him there! #MAGA,0
Reminder that there is nothing fiscally conservative about MAGA. URL,0
 She is disgusting for doing this!,1
 The cunt who’s 1st EU is doing it URL,1
 Keep Your Pelosi Money !!!!!!! #RedNationRising  #MAGA  #WalkAway,0
  Richard Cephalic is what he is. (Its clinical),0
  Yes he is❤️🙏🇱🇷🇸🇻,0
          that is about the saddest existence I have ever been privy to reading. Sucks to be you man,1
  I still can't believe that you are 51 years old and yes your mom gave you some great genes,0
 He's a big crybaby because he didn't get his way for the 2016 election,0
  :00000 where on fb???,0
"     ...how you want to be defined""? PUL-EASE! When you live under a 24/7/365 MSMedia SHIT-SMEAR to the point you have Marxine Waters sending her ANTIFA minions out to threaten you in public places - you learn not to give a F*CK what the ""Pavlovian Left"" thinks. Night, night 🌙!""",1
 Cats are just special dogs,0
 How? Because they’ve been brainwashed by Obama and the media and they’re full of hate for conservatives.,1
  so and accusation by a libtarded Trump hating liberal activist against a Trump appointee doesnt make u wonder if the accusation was politically motivated in the SLIGHTEST?  No? This is why conservatives think u are all stupid. Because u are.,0
 She is an monster!,1
 Blame Trump???  U bunch of idiots. Blame the corruption over in PR,1
 LMFAO NO   But he is in his undies,0
 The truth for the gun control/anti-2A URL,1
 Ive judged that the old woman is an anti semite and Joan Ryan is right.  You are playing semamtics.  Youre a disgrace.,1
   Everyone muted you ...  Thanks for working for free 😂😂😂  #MAGA,0
 You are my hero!!,0
"  If she is so passionate, why doesn't she donate ALL her money to helping women who cannot afford. Instead of a fancy apartment, get one for a few hundred, get a roommate and show everyone, Yes YOU can.""""",0
#Robertsrooms supporting open border candidate Austin Petersen. Sells out #MAGA for payoffs. URL,0
 Seems hard to believe that you stood next to a guy wearing those shorts and didn't masturbate but I'll take your word for it,1
 Looks like gun control 🤷‍♂️,0
  You are not in touch with really.,0
         Her or someone similar..  PM me if you want to talk to JRM face to face btw,0
 This (confirmation) is a done deal.  He said she said and she’s a leftist Antifa nobody.,1
 She don’t never have on pants and she is forever throwing up the people’s eyebrow with her pinched nose ass.... URL,1
         LMAO - understanding and accepting imperical evidence and facts is a social democrat attribute.  Conservatives on the other hand believe religion and Trump.  What a sad state of affairs.  #Cult45,0
 Al Franken anyone? Any assault or harassment stays with you for a lifetime.  I was sexually harassed in HS by a coach.  I was 17.  I remember it like yesterday and I'm almost 60.  Scott Newman you are scum.,1
People are sick of books from crooks.   #MAGA #RedWaveRising URL,0
    I think maybe we should give another party a try. Maybe 'For Britian'....,0
 How about holder uses a gag to shut himself up?,0
 Just one more proof that the dnc hates the cosnstitution. this is exactly what pres. Washington warned us of in his farwell address. the dnc hates the constitution because it stands in the way of their totalitarain agenda. maybe that i why they push both socialism and gun control,1
 Everything he just said. Is exactly why we need gun control. It’s about saving lives. Nothing else matters just saving lives. Some people get bent out of shape over the second amendment. It’s my right. Crying! Put your feelings away coward! put your guns away coward. Gun=Coward,1
 Wake up black Americans!  #maga #Kavanaugh #VOTERED #Trump #Trump2020 #WALKAWAY #KAG #TrumpTrain #1A #SundayThoughts #HurricaneFlorence #HurricaneFlorence2018 #BolsonaroEleito1ºlugar #BolsonaroPresidente bb #Blackout #BlueWave #BLM #BlackExcellence URL,1
 You are welcome! URL,0
"  Serena is a bully. She threatened to shove a ball down the throat of a line judge in the 09 US Open. She was 2 points away from losing in the semifinals when she dbl faulted. She went ballistic and was penalized a point. She lost the match due to her threats. She's a bully""",1
 still waiting for mine fat,0
" After slamming the book shut, she carefully balances it on her chair's armrest.   Very well. You are forgiven.""  With a flick of her wrist, she motions for him to lift his head.   ""You stand before Vei'Aran Xilhatarra, First of the Argentborn. Why have you sought me?""""",0
 bitch i saw your whole ass tweet from wednesday you bitches always talking shit then back pedaling lmao just admit it,1
 First Amendment,0
 i still get this half my work days and all i do is sit on my computer in bed lmao,0
 ??? what the fuck ??,0
 get your shit together,1
  should be returning punts in my opinion. He is 💰,0
"29.  Listened To The Liberals; Democrats And Their Bed-Buddies In the MSM DEMAND Transparency"" From the    Well, Your About To Get A YUGE Scoop Of ""Transparency"" From him. Like I Said In the Start of This Thread: Be Careful What You Wish For.  ~End. URL",1
 I’ve actually never seen GOT but I know who he is and I still died,0
 Boy is that professor stupid or else has a mental illness. He obviously should not be teaching anyone!,1
 Trudeau and Liberals are incompetent to handle it.,1
  And the NRA supported gun control when it was targeting the black panthers who were defending black neighbourhoods against police brutality.,1
 looking forward to seeing what you are bringing to the market.  The rum market has needed some quality infusion for quite some time. Fingers crossed for a quality spiced rum.,0
 His back hole will look like the holland tunnel we he gets to the male prison,1
 And it was Hillary by a landslide I think???? Don’t believe polls,0
Happy #ConstitutionDay may this day trigger millions of liberals since they don’t believe in the Constitution! #Maga,0
  She is a 🤡,1
 Yeah and....what’s the point of this article? Trying to demonize him for meeting with lawyers? He has a right to defend his character. He also has the right to file a defamation of character case against this woman and Sen. Feinstein. Democrats/liberals are pathetic. #Ridiculous,1
1// Yal stupid people tell me to “back off cause he is like obsessed” BITCH who has been to all the football games. Walks to class. Does literally everything for them. Knows exact dates and numbers for everything me. Only reasons I’m not competition cause she ain’t gay,1
#Theresa May Using #LabourParty Policies to Cling On To her Weak and Wobbly #Government #HousingCrisis #housingmarket the #conservatives are the Corrupt #Landowners #ToriesOut #Corruption,1
 What a handsome boy! Reminds me of one of my fosters a little bit. Sorry I don’t have a better picture - she is one of the ones that got away. I’d have 20 if I could. URL,0
   The fact that you equate smoking reefer with sexual assault tells me everything I need to know about you. You MAGA-bot-types are completely at sea when it comes to basic human decency. Like your president.,1
 Oh my Carmen. He is SO FRICKING CUTE,1
#KavanaughConfirmationHearings Crazy Dick Durbin using the confirmation hearings to try and push gun control. He is using this hearing to make speeches and push an agenda. The whole thing has been a circus of Democrats pushing an agenda while vowing to vote no on confirmation.,1
 Privat just means between B XVI and the Cardinal. Agree though he should not be out and about. Should be in seclusion for the 'prayer nd meditation' and only private mass. Nuncio was making molehill into mountain for the Old Guard of conservatives to oust Francis.,0
 There are no principled conservatives.,0
     I know you are not being facetious.  You are incapable of understanding contradictions.,1
 You are the man Gregg!,0
 He is as slimy as that hair dont!,0
    if you are really concerned about anti-semitism in our society why have you both not condemned both The Tory Party &amp; The Lib Dems for not yet adopting the IHRA?    ,0
"    For a President that is so unqualified "",  Donald J Trump most certainly is successful!  You can dislike the man, but you cannot deny his achievements!""",0
     She is a leftist activist.  Biased to stop Judge Cavanaugh.  Do I need to draw you a picture??,0
  Steroid girl in steroid rage,1
 We need to name and shame these people. Ive a fb group which i expose antifa. Hnh etc.   URL,0
 Bitch I know. My body is ready 😂,1
 As someone who had never played Spiderman 2 as a kid:  I want and tried it a year or 2 back and idk what kinda collective nostalgia people are on but those web swinging mechanics are busted as fuck and kinda trash.,1
 Both need to drink a cup of red ginseng tea and go to a neutral menopausal corner.,0
 Shut up man  You are useless,1
 The entire idlib border is filled with HTS URL,0
 Could have been you if you didn’t stop taking Molly and shit! Glad you changed and are still around. Absolutely sucks max passed. Such an amazing artist! Rip Mac.,1
 He doesn’t know if he should slam Manifort or suck up to him. He doesn’t know if he should worry about Junior and Kushner or not. He is mad as hell but knows that he can’t just fire Mueller so he is busy puking in the bathroom now that he understands that asset seizure is a thing,1
 Serial rape didn't seem to be a problem for liberals with Bill Clinton and Hillary who enabled him?  Go figure - can you say hypocrisy?,1
" Liberals are against abortion too: we call it birth control.""""",0
 Go after NRA if they allowed gun control this wouldn't happen.,1
 These people are the worst kind of criminal playing off the emotions of their base fueling hatred in this country with insane rhetoric. Playing constant mind games to cause anger is not helping their cause some liberals are catching on.,1
 Documents must be getting close to this crook.,1
 Figures! What is wrong with these idiots? Thank God for ,1
 Mon « bye bitches » suffisait,1
  I think the pope and some others should be prosecuted for covering up and protecting child rapists!,1
 Woooow Trump voters are getting really crazy MAGA !,1
 People are tired of the virtue signaling from wealthy liberals who never and never will know the struggles of the average American.,0
 The reason liberals should be deported. They are just to sick and twisted to fix.,1
... and she is in the process of removing the #status  #heAndShe #newStatus #comingSoon #hplife,0
   Fucking glory hunters,1
 Honestly some tales are just incredible to me I’m surprised I didn’t think about them myself,0
 It just turns by itself into the wall,0
   It should scare every American!  She is playing Hockey with a warped puck!,0
 Glad you are the same person. Keep up the good hard work.,0
"   She is a journalist and spreads fake info about painting of shree Krishnaji. Why people forget ligic &amp; professionalism when they try to be secular"". Do not tear our religious books to prove your stupidity. Fight your cause with moral means. URL",1
 Twitter is becoming tumblr 2013 and I am fucking terrified,0
 You don’t get it it all. Women don’t like to come forward because of men like you. When they finally do come forward men LIKE YOU either slut shame them or call them liars. Men LIKE YOU are shy a lot of victims remain silent.,1
 Liberal MP Leona Alleslev’s decision to cross the floor &amp; join the Conservatives would seem to be a betrayal of her supporters. Did she consult those who voted her in? Seemingly it’s legal? Imagine if #DougFord decided to cross the floor &amp; become the Liberal Premier. 🤔 😂,0
 I think we should be going after Sen Feinstein if she really cared she would not have sat on this issue and made it political.  She is using you like all democratic power seekers be careful who you sell your soul too,1
  Ooh very handsome Archie that looks beautiful were you are at is it your new gaff behind you 😘😘😘,0
 Perhaps the Myers House. Wynn runs Smithsgrove and he’s the leader of the Thorn cult. I used to think he was my friend until he revealed his true intentions. He is a madman!,1
 What an “actor” Joe Biden is....and that’s alll he is!!!  A “FAKE” phony actor!!  Get off of the stage Joe...your time has come &amp; gone!!!  We “Dregs of Society” could care less about what you preach!!!,1
"...it should not be surprising that conservatives increasingly want to take that ultimate power of life and death away from the government."" URL",1
  Kisses!😘😘,0
"   Give me a fucking break. Liberals are so selective with their false outrage. A turd of a president gets rightfully railed for saying, grab them by the pussy"" decades before but a Hollyweird gets a pass for saying ""fuck the shit out of the boy next to him"" gets a liberal pass? URL",1
 They are conservatives who want him appointed.,0
 ...wondering what shit on our east coast causing God to send Florence to punish them...? A good guess would be the neo-faux Christian followers of trump..!,1
  You keep telling this lie. I think you Liberals believe yourselves. Focusing on those who need t most yet you have how many million sitting in the veterans budget with no intention of funding them.,1
 You are a coward and really have no right to be AG. You are a disappointment. Your days are numbered and so his your party.,1
 Research: The racist history of gun control.,1
                                                  Did I say something personal?,0
  And he is signing briefs on behalf of Special Counsel Mueller.,0
"    I still find it hilarious that people like you think that literally any response to a comment is liberals being upset"" and that getting a liberal upset is some kind of accomplishment.""",1
 Feel sorry for the voters no good choice 🐷,1
  I’m not a muppet. I’m a 6’2” 215 lbs voter who is of Puerto Rican decent that doesnt take BS from white liberals like you.,1
"    In our house this is known as the sadim touch"" , the reverse Midas, when everything turns to ratshit.""",0
 As we say here in the South “ bless her heart”!,0
 GETTING EXACTLY WHAT THEY DESERVED,0
 Why doesn’t he leave the country if he is so unhappy with America,1
(2020 election season)  Trump: my dick is the most magnificent dick. Just tremendous.   Leftists: prove it you Russian puppet!  Trump: *whips dick out in fit of senility*  Conservatives: *vote Trump to victory*,1
 I am on AS 849 but don't want to get anyone in trouble since this is not the first time . . . it happens with frequency.   If I sat a row back it wouldn't be an issue with carryons but bulkhead is tough.  Hard to say anything when you are on a flight together for 5 1/2 hours!,0
  She is lying to you... She is outright lying...,0
 Fuck bfa im going back to rift,1
"  Why? Plenty of people have taken a stance in favor of common sense gun control"" and it doesn't mean jack shit since they don't have a plan for common sense gun control.  Would it really help to have the ASB and ASA also spouting empty buzzwords?""",1
 She is your sister!lol,0
"      36 years ago I was sexually assaulted by a Supreme Court nominee, but I would like to remain anonymous so that I don't have to answer questions. This is basically a smear campaign because I am a democrat and don't want conservatives with a majority on SCOTUS.""""",1
Thank you for standing for DECENCY.  The liberal left is up to its same OLD tactics.  LIES at 11th hour from LEFTY Liberal haters.  This story stinks from outside in  #MAGA #tcot        URL,1
  Obama is s sweet talker but very dangerous in his views and the actions he took and the scandals he has. Giving weapons &amp; money to terrorists. He aligned himself and bowed to them. Shadow govt to sabotage President Trump. Obama uses soros to fund antifa blm,0
 And trending is the comment “can we start with Rosie”,0
  This is the most consistently stupid argument gun control advocates make.,1
 still spewing your lies.....you are not good enuf to lick our President's boot straps... what about the deaths in Chicago...u r a liar and a manipulator...go vack to indonesia barry,1
  Yeah Im thinking he might too.  He is working on Sam and he has Kaycee convinced he wont target her due to LGBQT.  I need a mega phone!!,0
      #brexit    Chequers proposal is a disaster for Britain ! #ChuckChequers now ! URL,0
 That sucks 👎,1
What if I told you there's a group in Israel &amp; in America that has been controlling US foreign policiy for decades using spie lies &amp; quasi blackmail schemes. would you believe me? #MAGA #AmericaFirst  The   URL,1
"&gt;500 comments, and all negative, slamming Chris Hayes for promoting vote suppression via Michael I love rapist &amp; Putin-puppet Assange"" Moore &amp; his latest ""kill the Dems"" movie. How about a town hall on women's repro rights &amp; gun control on eve of Kavanaugh vote instead? URL",1
 Hold the damn vote. Iowa voter chiming I’m here. Wuit the damn Liberals game and stand up to this crap.,0
 You don't need makeup bc you are beautiful asf angel💗💗💗💗 love u,0
  And those same politicians from both  and  are selling the country down the drain.,1
 God dang! Didn't she break campaign finance laws? Why isn't she in jail?? Didn't she promise to move out of the US??? Why won't she just Go Away??!!,1
 He is 💪💪💪,0
 WAPO what an idiot comment you are a disgrace to journalism VERY SAD,1
 Im only there for the meltdown URL,0
 Oh Nancy I agree with you wholeheartedly I do not think I have ever hated anyone in my life like I feel about this man The fact that he is supposed to be our leader makes my stomach turn SMH I have lost all respect for the GOP completely that they sit back and allow this travesty,1
 U a bad bitch now lol,1
   God will take care of   He is down but he was never totally out,0
 What’s shocked me is that they consider themselves seculars !!!! Liberals !!! Those kind of yoga vegan freaks ! But when it’s about occupation they shift to something els ! URL,0
 All this division in our nation is utter nonsense.,1
 You were made a fooln of last night by Kavanaugh so like a spiteful child seeking attention youngo on your wide eyed rant. You are an embarrassment to the chamber and this country,1
  Meanwhile the #METOO movement happened because of the way liberals treated women,0
   We'll stop when the Democrats stop using the victims of school shootings for their gun control agenda.,1
" I mean, that occasionally works when arguing with liberals or centrists, if you can get them to give up the idea that Socialism=Authoritarianism,"" the problem is that conservatives have long since given up the idea that administrative measures are ever the right thing to do.""",0
 Would you resign with the boys? Just curious and honest question have you gained any perspective of why yall parted ways? Being serious cuz you are a BAD (positive) receiver!,0
 Talk about a kangaroo court! Is this what you Liberals want? One person's word able to destroy another person's life with NOTHING to back it up. If so you're sick.,1
 *🎵da na na na🎵* you found josh's sex life.,0
 Colin cowherd is a clown just when you think he's going to make a point he just spews out garbage there is no way you look at both goff and trubisky and say goff has the higher ceiling. Maybe the higher floor but only bc he is in yr 2 of Mcvays offense,1
 You 100% believe AB would be the player he is today without Big Ben?,0
 And the unexplained 42 murders associated with her mother are pro christian?,0
" Show Me the MAGA!""""",0
 Morrow said he is shooting for the White Sox series so he should be the closer. Hopefully.,0
 Yo why must you do this,0
 Time for a statement on the  support for Victor Orban and his anti-semitism.,0
 Right on Shaft. He is SHAFTICUS !,0
 He is going to destroy america like he has done to many of his businesses he does care about middle or lesser america and americans he only cares for himself and the top 1% who hopefully see the light soon before they have no countries to sell their products to,1
"   Your continual use of Left liberal Progressive on your show are Euphemisms for the democrat Party who owns"" them until deny them &amp; ideology.  You are lying to the Public by not calling a spade a spade.""",1
 This lies how she got the key ! Why she don’t admit she was in date or maybe had NSA with ? she is married ? What is true story ! BS ! Ok we all respct police officer but her story and excuse full of shit ! Please post her photo ! Let see how fat she is !,1
 I call her the Negative Nellie who lives in my brain. I constantly battle with her. She is a creep.,1
 As if....,0
  Queen Of Rap 😛 Other Bitches can knot relate,1
 Don’t worry hun I will be sharing this everyone needs to see this talent!! 🏳️‍🌈💞,0
  Poor sad liberals. No hope for them.,1
New York Times Admits Experts Were Wrong About Trump&amp;#8217;s Iran Policy. America Is Winning. URL Chaulk this one up a deep mark of success scrathed in the wall of successes. MAGA ,0
 MEANWHILE... Greatest economy ever. More jobs for blacks and hispanics in history. 401K is kicking ass. MS13 and ILLEGALS are being DEPORTED daily. NK is back to the table for denuclearizing. Trump is draining the corruption of DOJ and FBI. #OUTFRICKINGSTANDING!  #MAGA2020 URL,0
                                               Killing the number is finishing your time... No parole... You are done,0
  It's not just Conservatives. Centrists are discouraged with his approach to dealing with trump. USA is our biggest friend protector and  trade partner. Open the markets consumers here will benefit,0
 and     is inciting VIOLENCE towards Trump supporters on lists to be targeted by ANTIFA.,1
" Yes, Joy  ?....  You were about to say Six-and-a-half years?"" Because that's correct, you sociopath.  You are ""stuck with this  ,""  f o r  t h e  n e x t  SIX-&amp;-ONE-HALF-YEARS.   #MAGA2KAG   🇺🇸 #WINNING""",1
   Restricting ammo is infringing upon right to bear arms. How about women can have abortions but restricted to 1-3rd week of pregnancy and must be registered Easy test of gun control laws - apply them to other rights to see if they’d be supported. If not then they are bad,1
 But she’s OK with killing babies,1
  He should be in potters field by now,0
   He. Is. A. Sociopath.,1
 #CrookedHillary are you drunk again?  Go back to bed granny.#TrumpTrain #MAGA #Deplorables #DregOfSociety,1
 1. Six year-old tweet from an account I don't control referencing my previous time slot 2. Refers to Bloomberg's call for gun control. Not mine. Michael Bloomberg.,0
  She is scary now 🦇🦇🦇,0
 please come back! You are missed on the field!!!! Annnnnnnnnnnnnd I love you too💙 #AlwaysACowboy #NFLSunday #CowboysNation #DEZBRYANT #88,0
 So do a lot of pedophiles from the catholic church,1
  Liberals should just be banished from the United States &amp; dropped in the middle east.,0
 I second this they’re fucking nuts,1
#Republicans #Conservatives  wet dreams: Step 1: Confirm predator as SCOTUS judge Step 2: Eliminate women's choice Step 3: Eliminate non white's voting rights Step 4: Eliminate women's voting rights Step 5: End immigration,1
   Don't know who he is and don't really care.... Some rich dude that probably hates our President and our country...,1
  Hunnid Stax my shit,1
  Oh shit the mafia have finally found me,1
  He is not wrong...,0
 Booo.  Hooo hoo  who raised these spoiled brats ?,1
Elizabeth Warren Fundraises off Sexual Misconduct Allegation Against Kavanaugh URL via ,0
  But the President.  He is that BAD!,1
 Am Eye See Kay He Why Am Oh You Ass He,1
" Gritting her teeth, the blonde then broke her shield and feeling pumped the blonde charged after him. Give me all you got!"" She then tossed some of her darts, aiming for his legs and would cause only minor pain. ""Show me how tough you are!""""",0
  👏🏻👏🏻👏🏻 way to go Liberals... taking away from  Americans ... smh,0
  David stop been a mouthpiece for the anti gun people you r nothing but a worm looking for fame now remember that antifa BLM and all the radical left groups are violent and hurt people too but of course you agree with them,1
 He is Jesus,0
   What has awaken so many women in this country is the asinine over the top stupidity of liberals today!!,1
 The killer is in the house. #MAGA #WallDoesntProtectFromAmericans,1
  Jason you are better than this (re-tweeting click bait).,0
 Can someone tell this dumb we are a republic,0
                                          Yes kill em with kindness.  Let POTUS and the military/LEOs handle the violence. URL #NowWatching,1
     Libs vs conservatives simple,0
   me too..he is a genius,0
                                                  Yeah that's why antifa dresses like isis,0
  Just block the idiot. He's not even worth this post.,1
 WTH ??? What happened to gun control ???,0
.      PLEASE vote NO on Kavanaugh. He is not fit for SCOTUS and allegations about women and shady financials should disqualify him.    #RuleOfLaw matters. #MeToo #CountryOverParty #WithdrawKavanaugh  #StopKavanaugh,0
  Obviously they do not care who they ruin due to their attacks on conservatives.... the left is out of control and blind as a 🦇!!!!!,1
#MAGA DEEP STATE VIDEO EXPOSED: URL,0
 A disgrace,0
 Guilty old perv,1
#Maryland remember to vote #RedNovember 6th.  We need to put conservatives in House and Senate to #KAG and end gov't corruption in Washington.  We want to keep economy booming and keep our jobs. URL,0
  is a very lost soul! His father f**ked him up real good!,1
 Well your a tool for the liberals so I’m not surprised you don’t see. Pretty much a tool in general...,0
 Yet another really stupid take by Erick. He is a single issue thinker...overturning Roe. Anything that gets in the way of that is to be mocked and trivialized. He has no other core beliefs.,1
 Google CFO Exec cries about election night in front of a crowd at a podium. She &amp; her colleagues control our elections. When Social Media Giants support one political ideology exclusively over another it is  time to treat their actions as political donations subject to FEC rules.,0
"  How did the press"" get the letter?????#MAGA""",0
 Its  fault..she is cheat,0
     Private companies don't give a toss about anything but profit. It's in their terms. They have no choice. It's what bizzniss is.  The trouble comes when Randian deludes out for a directorship decide to ignore everyone else in the country and create an artificial market for health.,0
  😂😂😂😂 thanks for the history lesson. Excuses and talking about past games make today even better. You are only as good as your last game...,0
 You are a wonderful asset and a great influence!,0
  Liberals pitching fits again,0
 you suck so fucking hard that i genuinely want to drop out of school and quit doing art and spend every day of my life destroying another epson printer with a lead pipe. i hate you so much.,1
"  in other words, im not speaking on your behalf, i just can't sit idly by while people make an ass out of themselves because i feel like people can be better than that.""",0
   Have you ever seen ANTIFA burning college campuses and trashing them any time a conservative comes to speak ? Educate yourself please !,1
    Yes. Yes he is!,0
 Antifa boot camp 😂,0
 He should not have a job after this. But I guess he is the “lap” dog of some bigwig in broadcasting.,1
 Fuck off,1
